Bangla Text, Equation
The value of the factorial of twenty-four is six decimal two zero four, x!=y
 The value of the factorial of twenty-five is one decimal five five, x!=y
 The value of the factorial of twenty-six is four decimal zero three two, x!=y
 The value of the factorial of twenty-seven is one decimal zero eight, x!=y
 The value of the factorial of eighty is three decimal zero four, x!=y
 The factorial value of thirty-nine is eight decimal eight four one, x!=y
 The value of the factorial of thirty is two decimal six five, x!=y
The value of the factorial of thirty-one is eight decimal two two, x!=y
 The value of the factorial of thirty-two is two decimal six three one, x!=y
 The value of the factorial of thirty-three is eight decimal six eight, x!=y
 The value of the factorial of thirty-four is two decimal nine five, x!=y
 The value of the factorial of thirty-five is one decimal zero three, x!=y
 The factorial value of thirty-six is three decimal seven one, x!=y
The value of the factorial of thirty-seven is one decimal three seven, x!=y
 The value of the factorial of thirty-eight is five decimal two three, x!=y
 The value of the factorial of forty-one is three decimal three four five, x!=y
 The value of the factorial of forty-two is one decimal four zero five, x!=y
 The factorial value of forty-three is six decimal zero four one, x!=y
 The value of the factorial of forty-four is two decimal six five eight, x!=y
" The value of the factorial of forty-five is six, not one decimal place", x!=y
The value of the factorial of forty-six is five decimal five zero two, x!=y
 The value of the factorial of forty-seven is two decimal five eight six, x!=y
The value of the factorial of forty-eight is one decimal two four one, x!=y
 The value of the factorial of fifty-nine is six decimal zero eight two, x!=y
 The value of the factorial of fifty is three decimal zero four one, x!=y
 The value of factorial fifty one is one decimal five five one, x!=y
 The value of the factorial of fifty-two is eight decimal zero six five, x!=y
The value of the fifty-fifty factorial is four decimal two seven four, x!=y
 The value of the factorial of fifty-four is two decimal three zero eight, x!=y
 The value of factorial fifty-five is one decimal two not six, x!=y
 The value of the factorial of sixty-one is five decimal zero seven five, x!=y
 The factorial value of sixty-two is three decimal one four six, x!=y
 The factorial value of sixty-three is one decimal nine eight two, x!=y
 The factorial value of sixty-four is one decimal two six eight, x!=y
 The factorial value of sixty-five is eight decimal two four seven, x!=y
 The factorial value of sixty-six is five decimal four four three, x!=y
The factorial value of sixty-seven is three decimal six four seven, x!=y
 The factorial of sixty-eight has a value of two decimal four eight zeros, x!=y
 The value of the factorial of sixty-nine is one decimal seven one, x!=y
 A pencil costs six rupees. What is the cost of five pencils?,xy=z
 There are five guavas in each of the four dishes. What is the total number of guavas?,xy=z
 There are five litchis in each of the three dishes. What is the total number of litchis?,xy=z
Maria reads two pages of the book every day. How many pages of the book will he read in six days?,xy=z
 A packet of biscuits costs ten rupees. Fuad bought seven more such packets. How much did it cost in total?,xy=z
 Three breads can be arranged in one dish. How many loaves are required to decorate four plates?,xy=z
 Riaz's father works six days a week. How many days does he work in seven weeks?,xy=z
" classroom has four students in each group. If there are six groups, how many students will there be?",xy=z
 Nine dabs can be kept in each basket. How many dabs can be kept in four such baskets,xy=z
 Sumaiya read nine pages of the book in one day. How many pages of the book does he read in seven days?,xy=z
 Deposit one rupee per day. How much money will accumulate in ten days?,xy=z
"Sayem's father works twelve hours a day. If he works for three days, how many hours will he work?",xy=z
 Saju wants to buy three books. Each book is priced at Rs. How much money will he need to buy books?,xy=z
 There are three chocolates in a packet. How many chocolates are there in eight packets?,xy=z
 There are seven mangoes in a basket. How many mangoes are there in five baskets?,xy=z
 A book costs fifty rupees. What is the cost of ten books?,xy=z
 One in four falls. How many will there be in six Hali?,xy=z
"If there are five flowers in a cluster, how many flowers will there be in eight such clusters?",xy=z
 Saima reads books for four hours every day. How many hours does he read in seven days?,xy=z
 One sheet of paper contains twenty-four. How much will there be in ten distas,xy=z
 Priya's garden has twelve rows of betel nut trees and each row has twenty four trees. How many trees are there in the garden?,xy=z
 Eram drives forty kilometers per hour. How many kilometers will he cover in eight hours at the same speed?,xy=z
One hundred paise is one taka. How much money will be in twenty rupees?,xy=z
 A book has one hundred and thirty pages. How many pages are there in twenty two such books?,xy=z
" Nipur has fourteen times the money of Saadat. If Saadat has two hundred and twenty five rupees, how much money does Nipoo have?",xy=z
 The price of a cotton fish is three hundred and fifty rupees. What is the price of such twenty rui fish?,xy=z
 The price of a book is thirty rupees. What is the price of five books?,xy=z
There are fifty-five books in each cupboard. How many books are there in such thirteen cupboards?,xy=z
 A packet contains twenty three lozenges. How many logs are there in eight such packets?,xy=z
 One can hold forty books. Nine how many books can he keep?,xy=z
 A class has fifteen benches. How many benches are there in six categories,xy=z
 Tanima gets a stipend of 90 rupees per month. How much stipend does he get in ten months?,xy=z
Nilima multiplied eighty-eight by twenty-eight and got the sum seven hundred and eighty-four.,xy=z
 Sadat multiplied Nirannabai with Nirannabai and got the product nine thousand eight hundred and one.,xy=z
 There are five hundred cricket match tickets in each of the thirty one boxes. How many tickets are there in the boxes?,xy=z
 Arif multiplied thirteen by fifteen and got the product one hundred and ninety five.,xy=z
 Mahin multiplied sixteen with ten and got one hundred and sixty.,xy=z
Raihan multiplied two with nine to get eighteen,xy=z
 We get the product of two thousand and seventy-two when we multiply thirty-seven and fifty-six,xy=z
 Karim bought a banana for six taka and multiplied it by six and sold it for a total of thirty six taka,xy=z
